dimension,dimension_value,incident_count,elevated_risk_incident_count,elevated_risk_share_pct,critical_risk_incident_count,critical_risk_share_pct,mean_sla_risk_score,median_sla_risk_score,mean_risk_factor_count,comparison_eligible
Category,Category 56,40,0,0.0,0,0.0,13.9749845132222,10.494911724807656,2.85,False
Category,Category 57,971,1,0.10298661174047373,0,0.0,11.25479150016586,9.284294239358172,3.887744593202884,True
Category,Category 58,1,0,0.0,0,0.0,23.158950619059336,23.158950619059336,3.0,False
Category,Category 59,7,1,14.285714285714285,0,0.0,12.857523559571353,5.761257428777721,2.857142857142857,False
Category,Category 6,2,0,0.0,0,0.0,0.0,0.0,3.0,False
Category,Category 61,810,0,0.0,0,0.0,15.816267380868291,14.495141828839447,3.937037037037037,True
Category,Category 62,4,0,0.0,0,0.0,17.321840038484133,16.896218526290063,2.75,False
Category,Category 63,11,0,0.0,0,0.0,15.592827492557747,10.837970042095929,2.909090909090909,False
Category,Category 7,31,0,0.0,0,0.0,7.347514688654741,2.690445547588405,2.903225806451613,False
Category,Category 8,56,2,3.571428571428571,0,0.0,9.926337737466396,0.0,2.125,False
Category,Category 9,1155,0,0.0,0,0.0,7.374598031339455,5.976265043839986,3.9437229437229435,True
Priority,1 - Critical,270,43,15.925925925925927,1,0.3703703703703704,42.05759192861766,42.67712514781513,3.7666666666666666,True
Priority,2 - High,408,53,12.990196078431374,0,0.0,39.075797256113546,38.44159377578043,3.764705882352941,True
Priority,3 - Moderate,23466,0,0.0,0,0.0,8.218007016471281,5.761257428777721,3.851615102701781,True
Priority,4 - Low,774,1,0.12919896640826875,0,0.0,7.569800501633354,4.320943071583291,3.8578811369509043,True
Reassignment Bucket,0,13549,11,0.08118680345412944,0,0.0,4.5390585573149975,0.0,3.9246438851575762,True
Reassignment Bucket,1-2,8521,27,0.31686421781481044,0,0.0,11.445732781202498,8.628360094325554,3.759183194460744,True
Reassignment Bucket,3-5,2310,38,1.645021645021645,0,0.0,21.8292028094989,18.924957099034682,3.7636363636363637,True
Reassignment Bucket,6+,538,21,3.903345724907063,1,0.18587360594795538,30.756508227454592,29.18430701848473,3.7546468401486988,True
Assignment Group,Group 10,343,5,1.4577259475218658,0,0.0,26.944378552505842,25.34333888624109,3.991253644314869,True
Assignment Group,Group 12,123,7,5.691056910569105,0,0.0,27.979720017617435,24.625752710189406,3.951219512195122,True
Assignment Group,Group 13,36,1,2.7777777777777777,0,0.0,11.546877769149269,5.761257428777721,2.9722222222222223,False
Assignment Group,Group 14,13,2,15.384615384615385,0,0.0,32.246483665591214,37.8929937487505,2.8461538461538463,False
Assignment Group,Group 15,58,6,10.344827586206897,1,1.7241379310344827,28.062843948273333,25.474480774484398,2.9827586206896552,False
Assignment Group,Group 17,11,1,9.090909090909092,0,0.0,16.287758905544326,13.636007770415482,3.0,False
Assignment Group,Group 18,2,0,0.0,0,0.0,8.143645416473772,8.143645416473772,2.5,False
Assignment Group,Group 19,37,0,0.0,0,0.0,3.649116294766563,0.5767745046340842,2.972972972972973,False
Assignment Group,Group 2,7,1,14.285714285714285,0,0.0,21.980669485565077,13.636007770415482,3.0,False
Assignment Group,Group 20,394,2,0.5076142131979695,0,0.0,18.722169092557664,13.345306714867469,3.979695431472081,True
Assignment Group,Group 21,58,1,1.7241379310344827,0,0.0,16.52110954196207,13.636007770415482,3.0,False
Assignment Group,Group 22,239,2,0.8368200836820083,0,0.0,17.660679831762106,12.928021696361771,4.0,True
Assignment Group,Group 23,811,1,0.12330456226880394,0,0.0,10.125246585474867,6.616906305802045,3.9901356350184956,True
Assignment Group,Group 24,1060,0,0.0,0,0.0,6.350630834783955,4.320943071583291,3.969811320754717,True
Assignment Group,Group 25,1243,2,0.16090104585679807,0,0.0,15.147469022182811,12.449420603155238,3.98390989541432,True
Assignment Group,Group 26,24,0,0.0,0,0.0,17.91808851792254,18.756544907677906,2.9583333333333335,False
Assignment Group,Group 27,518,0,0.0,0,0.0,8.056516901832444,6.3387772322745946,3.9806949806949805,True
Assignment Group,Group 28,545,0,0.0,0,0.0,10.960758801124403,8.633222132266305,3.992660550458716,True
Assignment Group,Group 29,257,0,0.0,0,0.0,16.50104789217831,14.442674914267538,3.9688715953307394,True
Assignment Group,Group 3,99,0,0.0,0,0.0,9.990320694324033,5.761257428777721,3.0,False
Assignment Group,Group 30,268,0,0.0,0,0.0,7.766096040449087,5.042641277329786,3.9925373134328357,True
Assignment Group,Group 31,205,2,0.975609756097561,0,0.0,24.06906310587093,22.728063430629835,3.9902439024390244,True
Assignment Group,Group 32,8,0,0.0,0,0.0,11.11515179467919,13.636007770415482,2.875,False
Assignment Group,Group 33,201,2,0.9950248756218906,0,0.0,21.88821977366158,19.929792744693614,3.9800995024875623,True
Assignment Group,Group 34,51,0,0.0,0,0.0,4.541927428391973,1.8841472610032397,2.9607843137254903,False
Assignment Group,Group 35,17,0,0.0,0,0.0,21.432578610886267,28.185983077294445,2.764705882352941,False
Assignment Group,Group 36,2,0,0.0,0,0.0,28.36120551562592,28.36120551562592,3.0,False
Assignment Group,Group 37,176,6,3.4090909090909087,0,0.0,27.625396486680923,25.37207047618752,4.0,True
Assignment Group,Group 39,1199,0,0.0,0,0.0,8.174933083557464,4.320943071583291,3.9983319432860718,True
Assignment Group,Group 41,1,0,0.0,0,0.0,0.0,0.0,2.0,False
Assignment Group,Group 43,8,0,0.0,0,0.0,9.777443574877351,6.803037888815555,3.0,False
Assignment Group,Group 44,9,0,0.0,0,0.0,3.0299617338406373,0.0,2.888888888888889,False
Assignment Group,Group 45,11,0,0.0,0,0.0,9.16507819391635,5.761257428777721,3.0,False
Assignment Group,Group 46,166,0,0.0,0,0.0,3.542143041966156,0.0,4.0,True
Assignment Group,Group 47,45,0,0.0,0,0.0,4.737114724104041,0.0,2.977777777777778,False
Assignment Group,Group 48,162,0,0.0,0,0.0,9.503112019022097,9.611072368335105,3.9876543209876543,True
Assignment Group,Group 49,108,0,0.0,0,0.0,3.279721750489411,4.320943071583291,3.9722222222222223,True
Assignment Group,Group 5,140,0,0.0,0,0.0,13.12020983140647,11.424967337928551,4.0,True
Assignment Group,Group 50,51,0,0.0,0,0.0,7.6468171322372855,5.761257428777721,3.0,False
Assignment Group,Group 51,38,0,0.0,0,0.0,16.37173814592227,13.636007770415482,3.0,False
Assignment Group,Group 53,93,4,4.301075268817205,0,0.0,12.101040052855375,6.338031933411806,2.4516129032258065,False
Assignment Group,Group 54,200,3,1.5,0,0.0,18.178886044033906,15.101081633272258,3.985,True
Assignment Group,Group 55,293,1,0.3412969283276451,0,0.0,10.464070328046617,6.823695139290262,3.986348122866894,True
Assignment Group,Group 56,167,0,0.0,0,0.0,13.333794265490049,7.65617414602186,3.964071856287425,True
Assignment Group,Group 57,313,8,2.5559105431309903,0,0.0,24.961113898221157,22.63283924426644,3.9712460063897765,True
Assignment Group,Group 58,142,1,0.7042253521126761,0,0.0,9.519247042835259,5.906062756228319,3.9859154929577465,True
Assignment Group,Group 59,44,1,2.272727272727273,0,0.0,18.805164201922484,14.423732194779992,2.977272727272727,False
Assignment Group,Group 6,257,1,0.38910505836575876,0,0.0,19.27466215378095,17.741206137770423,4.0,True
Assignment Group,Group 60,24,0,0.0,0,0.0,16.51461979496042,11.504480125767406,2.9166666666666665,False
Assignment Group,Group 61,38,1,2.631578947368421,0,0.0,14.797134307795803,11.504480125767406,3.0,False
Assignment Group,Group 62,43,0,0.0,0,0.0,14.025030962052499,11.504480125767406,2.9767441860465116,False
Assignment Group,Group 63,7,0,0.0,0,0.0,21.119105820201888,26.84224516904609,3.0,False
Assignment Group,Group 64,716,0,0.0,0,0.0,1.587036165062627,0.0,3.9902234636871508,True
Assignment Group,Group 65,336,2,0.5952380952380952,0,0.0,16.867108718173753,12.192126865189033,3.9464285714285716,True
Assignment Group,Group 66,376,2,0.5319148936170213,0,0.0,20.76458658133511,18.954332648939527,3.9867021276595747,True
Assignment Group,Group 67,6,0,0.0,0,0.0,16.53774145595519,16.674615558061078,3.0,False
Assignment Group,Group 68,45,0,0.0,0,0.0,7.726934703961816,6.338031933411806,2.977777777777778,False
Assignment Group,Group 69,73,0,0.0,0,0.0,14.862993713478359,7.968353391786646,2.4657534246575343,False
Assignment Group,Group 7,1,0,0.0,0,0.0,25.474480774484398,25.474480774484398,3.0,False
Assignment Group,Group 70,9444,6,0.06353240152477764,0,0.0,2.827696805641415,0.0,3.988246505717916,True
Assignment Group,Group 71,2,0,0.0,0,0.0,28.150517108423163,28.150517108423163,3.0,False
Assignment Group,Group 72,367,12,3.2697547683923704,0,0.0,24.381435795848375,19.127910258148415,3.983651226158038,True
Assignment Group,Group 73,576,0,0.0,0,0.0,13.78318483743887,14.495141828839447,3.9930555555555554,True
Assignment Group,Group 74,105,1,0.9523809523809524,0,0.0,24.021715726515673,23.765429230039807,3.9714285714285715,True
Assignment Group,Group 75,60,0,0.0,0,0.0,9.125553313237416,8.610828846296105,2.5833333333333335,False
Assignment Group,Group 76,189,0,0.0,0,0.0,12.806479250462322,9.936075677957648,3.9682539682539684,True
Assignment Group,Group 77,1,0,0.0,0,0.0,8.641886143166582,8.641886143166582,2.0,False
Assignment Group,Group 8,2,0,0.0,0,0.0,37.8929937487505,37.8929937487505,3.0,False
Assignment Group,Group 80,1,0,0.0,0,0.0,6.338031933411806,6.338031933411806,3.0,False
Assignment Group,Group 9,96,0,0.0,0,0.0,20.127671366419907,21.46979620112266,2.84375,False
